customer_id,first_name,last_name,age,gender,email,phone,province,city,income_category,employment_status,primary_account,accounts,products,credit_score,tenure_months,join_date
SA013160,Sarah,Davis,66,Female,sarah.davis@outlook.com,+27865937991,Limpopo,Phalaborwa,Middle (R350k-R600k),Full-time,Vehicle Finance,"Vehicle Finance, Home Loan","Investment Portfolio, Overdraft Facility",521,26,2021-11-11
SA013161,Traci,Morgan,67,Male,traci.morgan@yahoo.com,+27846655346,Gauteng,Soweto,High (>R1.2M),Part-time,Vehicle Finance,"Vehicle Finance, Credit, Home Loan, Savings","Investment Portfolio, Overdraft Facility",671,58,2019-03-27
SA013162,Erica,Williams,42,Male,erica.williams@outlook.com,+27702544587,Eastern Cape,Grahamstown,Middle (R350k-R600k),Full-time,Cheque,"Credit, Cheque","Savings Plan, Overdraft Facility, Investment Portfolio, Life Insurance, Credit Card",614,24,2022-01-10
SA013163,Lisa,Meyer,28,Male,lisa.meyer@yahoo.com,+27742619494,KwaZulu-Natal,Newcastle,Middle (R350k-R600k),Full-time,Credit,"Credit, Savings",Vehicle Insurance,722,17,2022-08-08
SA013164,Kevin,Long,49,Female,kevin.long@yahoo.com,+27801189715,Free State,Sasolburg,Low (<R100k),Full-time,Cheque,Cheque,Savings Plan,566,148,2011-11-04
SA013165,Dawn,Rich,29,Female,dawn.rich@gmail.com,+27821178314,KwaZulu-Natal,Newcastle,Upper-Middle (R600k-R1.2M),Full-time,Home Loan,Home Loan,"Investment Portfolio, Life Insurance, Home Insurance, Overdraft Facility, Savings Plan",850,129,2013-05-27
SA013166,Amy,Miller,65,Male,amy.miller@outlook.com,+27836100742,Eastern Cape,Queenstown,Lower-Middle (R100k-R350k),Part-time,Credit,"Home Loan, Credit",,637,155,2011-04-08
SA013167,Chris,Eaton,64,Male,chris.eaton@yahoo.com,+27768898854,Gauteng,Benoni,Upper-Middle (R600k-R1.2M),Student,Vehicle Finance,Vehicle Finance,"Overdraft Facility, Investment Portfolio, Home Insurance",740,121,2014-01-22
SA013168,Karen,Guzman,68,Female,karen.guzman@gmail.com,+27603404372,Western Cape,Paarl,High (>R1.2M),Full-time,Credit,Credit,Home Insurance,668,53,2019-08-24
SA013169,John,Sanchez,40,Female,john.sanchez@gmail.com,+27737597388,Western Cape,George,Low (<R100k),Full-time,Cheque,Cheque,"Savings Plan, Home Insurance, Overdraft Facility",639,188,2008-07-22
SA013170,Rachel,Davenport,59,Female,rachel.davenport@gmail.com,+27818112670,Gauteng,Soweto,Upper-Middle (R600k-R1.2M),Full-time,Investment,"Cheque, Investment","Personal Loan, Life Insurance",709,113,2014-09-19
SA013171,Douglas,Schultz,79,Male,douglas.schultz@outlook.com,+27849861348,Gauteng,Pretoria,Lower-Middle (R100k-R350k),Full-time,Credit,"Credit, Investment","Credit Card, Investment Portfolio",568,162,2010-09-10
SA013172,Amy,Davis,48,Male,amy.davis@outlook.com,+27844406890,Eastern Cape,East London,Middle (R350k-R600k),Full-time,Cheque,Cheque,Credit Card,668,135,2012-11-28
SA013173,Dana,Taylor,51,Male,dana.taylor@gmail.com,+27778275996,Western Cape,Cape Town,High (>R1.2M),Full-time,Credit,"Savings, Credit, Investment, Vehicle Finance","Life Insurance, Overdraft Facility, Investment Portfolio",689,64,2018-09-28
SA013174,James,Johnson,80,Female,james.johnson@outlook.com,+27799770616,Gauteng,Soweto,Low (<R100k),Full-time,Home Loan,Home Loan,Life Insurance,606,237,2004-07-13
SA013175,Austin,Diaz,77,Female,austin.diaz@gmail.com,+27777620469,Gauteng,Benoni,Upper-Middle (R600k-R1.2M),Full-time,Cheque,"Vehicle Finance, Cheque",,816,170,2010-01-13
SA013176,Monica,York,21,Female,monica.york@yahoo.com,+27857934202,KwaZulu-Natal,Richards Bay,Middle (R350k-R600k),Part-time,Vehicle Finance,"Vehicle Finance, Cheque, Credit, Savings","Credit Card, Investment Portfolio",556,156,2011-03-09
SA013177,Erin,Kelley,78,Male,erin.kelley@yahoo.com,+27681719796,Gauteng,Soweto,Lower-Middle (R100k-R350k),Self-employed,Cheque,"Cheque, Investment",Investment Portfolio,317,100,2015-10-14
SA013178,Brianna,Allen,80,Female,brianna.allen@outlook.com,+27775592657,KwaZulu-Natal,Richards Bay,Lower-Middle (R100k-R350k),Full-time,Home Loan,"Savings, Home Loan, Credit",,376,21,2022-04-10
SA013179,Carlos,Perez,33,Female,carlos.perez@yahoo.com,+27874420763,Northern Cape,Upington,Low (<R100k),Part-time,Investment,"Investment, Credit",Personal Loan,537,207,2006-12-30
SA013180,Susan,Vaughan,47,Male,susan.vaughan@outlook.com,+27806954386,KwaZulu-Natal,Newcastle,Middle (R350k-R600k),Retired,Vehicle Finance,"Savings, Vehicle Finance","Investment Portfolio, Savings Plan",817,112,2014-10-19
SA013181,Shannon,Holt,69,Female,shannon.holt@yahoo.com,+27791481563,Free State,Bethlehem,Low (<R100k),Full-time,Credit,Credit,Investment Portfolio,696,89,2016-09-08
SA013182,Pamela,Williams,78,Female,pamela.williams@outlook.com,+27787572496,Gauteng,Centurion,Upper-Middle (R600k-R1.2M),Part-time,Savings,Savings,"Home Insurance, Vehicle Insurance",850,128,2013-06-26
SA013183,Kevin,Miller,28,Male,kevin.miller@yahoo.com,+27832418908,Free State,Bethlehem,Upper-Middle (R600k-R1.2M),Full-time,Investment,"Investment, Cheque, Home Loan","Savings Plan, Overdraft Facility",700,3,2023-10-02
SA013184,Jason,Cantrell,21,Female,jason.cantrell@outlook.com,+27735080844,North West,Brits,Lower-Middle (R100k-R350k),Unemployed,Vehicle Finance,"Vehicle Finance, Savings, Investment",Personal Loan,463,65,2018-08-29
SA013185,Joseph,Fisher,25,Female,joseph.fisher@gmail.com,+27756738494,KwaZulu-Natal,Durban,Low (<R100k),Part-time,Credit,"Savings, Vehicle Finance, Credit","Savings Plan, Investment Portfolio, Home Insurance, Credit Card",723,220,2005-12-05
SA013186,Jennifer,Johnson,32,Male,jennifer.johnson@yahoo.com,+27736682752,North West,Klerksdorp,Low (<R100k),Student,Cheque,Cheque,"Investment Portfolio, Home Insurance, Personal Loan, Vehicle Insurance, Credit Card",500,25,2021-12-11
SA013187,Joshua,Flores,59,Male,joshua.flores@gmail.com,+27661868979,Mpumalanga,Middelburg,Middle (R350k-R600k),Full-time,Savings,Savings,,690,112,2014-10-19
SA013188,Brittany,Martin,18,Female,brittany.martin@outlook.com,+27621218422,Limpopo,Phalaborwa,Lower-Middle (R100k-R350k),Full-time,Savings,"Cheque, Credit, Savings","Personal Loan, Savings Plan",300,202,2007-05-29
SA013189,Rebecca,Bowers,69,Male,rebecca.bowers@outlook.com,+27724845369,Gauteng,Pretoria,High (>R1.2M),Unemployed,Savings,"Cheque, Savings, Investment","Credit Card, Vehicle Insurance, Investment Portfolio",795,34,2021-03-16
SA013190,Mitchell,Wilkerson,54,Male,mitchell.wilkerson@gmail.com,+27713424447,Gauteng,Pretoria,Middle (R350k-R600k),Full-time,Investment,Investment,Vehicle Insurance,604,83,2017-03-07
SA013191,Cynthia,Morgan,54,Male,cynthia.morgan@outlook.com,+27836937212,Gauteng,Centurion,Low (<R100k),Retired,Vehicle Finance,"Home Loan, Vehicle Finance",,462,84,2017-02-05
SA013192,Teresa,Serrano,80,Female,teresa.serrano@gmail.com,+27778178453,Western Cape,Cape Town,Middle (R350k-R600k),Full-time,Investment,Investment,"Personal Loan, Savings Plan",757,18,2022-07-09
SA013193,Lauren,Holt,78,Female,lauren.holt@yahoo.com,+27616641378,Gauteng,Centurion,Lower-Middle (R100k-R350k),Self-employed,Cheque,Cheque,Personal Loan,628,8,2023-05-05
SA013194,Melissa,Lopez,55,Female,melissa.lopez@yahoo.com,+27602633916,Western Cape,Paarl,Upper-Middle (R600k-R1.2M),Full-time,Vehicle Finance,Vehicle Finance,"Credit Card, Life Insurance",691,235,2004-09-11
SA013195,Darin,Murphy,71,Male,darin.murphy@yahoo.com,+27791349302,North West,Klerksdorp,Low (<R100k),Unemployed,Vehicle Finance,"Investment, Vehicle Finance, Credit",Overdraft Facility,566,85,2017-01-06
SA013196,Diana,Sanders,54,Male,diana.sanders@yahoo.com,+27678745523,Eastern Cape,Queenstown,Lower-Middle (R100k-R350k),Unemployed,Home Loan,Home Loan,,388,181,2009-02-17
SA013197,Ryan,Jones,68,Female,ryan.jones@gmail.com,+27648643180,Limpopo,Polokwane,Middle (R350k-R600k),Unemployed,Investment,"Investment, Credit",Life Insurance,793,233,2004-11-10
SA013198,Sarah,Riley,28,Male,sarah.riley@yahoo.com,+27807988235,Gauteng,Benoni,Low (<R100k),Full-time,Vehicle Finance,"Cheque, Vehicle Finance, Credit",Life Insurance,643,50,2019-11-22
SA013199,David,Johnson,18,Male,david.johnson@gmail.com,+27679233731,Gauteng,Soweto,Lower-Middle (R100k-R350k),Self-employed,Cheque,"Savings, Cheque",Overdraft Facility,386,99,2015-11-13
SA013200,Michael,Best,34,Male,michael.best@outlook.com,+27727944618,Limpopo,Phalaborwa,Lower-Middle (R100k-R350k),Retired,Savings,"Savings, Investment, Vehicle Finance","Savings Plan, Overdraft Facility",662,13,2022-12-06
SA013201,Hunter,Anderson,66,Male,hunter.anderson@yahoo.com,+27871891486,KwaZulu-Natal,Newcastle,Lower-Middle (R100k-R350k),Self-employed,Cheque,"Investment, Vehicle Finance, Cheque",Vehicle Insurance,697,140,2012-07-01
SA013202,Kristen,Ramos,53,Male,kristen.ramos@outlook.com,+27855592588,Mpumalanga,Middelburg,Middle (R350k-R600k),Unemployed,Savings,"Vehicle Finance, Savings",Vehicle Insurance,701,226,2005-06-08
SA013203,Anna,Winters,79,Female,anna.winters@outlook.com,+27816723129,Western Cape,Paarl,Low (<R100k),Retired,Credit,Credit,"Home Insurance, Life Insurance",303,10,2023-03-06
SA013204,Troy,Vega,43,Female,troy.vega@yahoo.com,+27816578942,KwaZulu-Natal,Newcastle,Low (<R100k),Full-time,Vehicle Finance,Vehicle Finance,Savings Plan,567,57,2019-04-26
SA013205,Elizabeth,Mitchell,57,Male,elizabeth.mitchell@gmail.com,+27672716012,Gauteng,Pretoria,Lower-Middle (R100k-R350k),Part-time,Vehicle Finance,"Cheque, Vehicle Finance, Credit",Credit Card,550,69,2018-05-01
SA013206,Melissa,Freeman,24,Female,melissa.freeman@gmail.com,+27724656147,KwaZulu-Natal,Pietermaritzburg,Lower-Middle (R100k-R350k),Full-time,Savings,"Home Loan, Savings",Life Insurance,380,193,2008-02-23
SA013207,Becky,Gallagher,22,Male,becky.gallagher@yahoo.com,+27881080858,Western Cape,Cape Town,Upper-Middle (R600k-R1.2M),Full-time,Home Loan,Home Loan,"Life Insurance, Overdraft Facility, Vehicle Insurance, Savings Plan, Investment Portfolio",686,122,2013-12-23
SA013208,Brenda,Edwards,67,Male,brenda.edwards@outlook.com,+27877833627,KwaZulu-Natal,Richards Bay,Low (<R100k),Part-time,Investment,"Cheque, Investment",Savings Plan,551,171,2009-12-14
SA013209,George,Ruiz,62,Female,george.ruiz@yahoo.com,+27681463222,Western Cape,Worcester,Middle (R350k-R600k),Full-time,Cheque,"Cheque, Home Loan, Credit","Credit Card, Home Insurance",713,148,2011-11-04
SA013210,Gregory,Landry,46,Female,gregory.landry@outlook.com,+27885075450,Eastern Cape,Port Elizabeth,Lower-Middle (R100k-R350k),Full-time,Cheque,"Investment, Cheque",Savings Plan,358,32,2021-05-15
SA013211,Kimberly,Thomas,38,Male,kimberly.thomas@yahoo.com,+27893170365,Eastern Cape,East London,Low (<R100k),Full-time,Cheque,"Credit, Cheque","Vehicle Insurance, Savings Plan",378,141,2012-06-01
SA013212,Christopher,Campbell,46,Male,christopher.campbell@gmail.com,+27696132776,Mpumalanga,Middelburg,Low (<R100k),Full-time,Cheque,Cheque,"Credit Card, Investment Portfolio, Personal Loan",450,177,2009-06-17
SA013213,April,Lane,35,Female,april.lane@yahoo.com,+27626883822,Mpumalanga,Nelspruit,Lower-Middle (R100k-R350k),Full-time,Vehicle Finance,"Cheque, Vehicle Finance, Credit","Life Insurance, Home Insurance",549,230,2005-02-08
SA013214,Jose,Hayes,22,Female,jose.hayes@yahoo.com,+27637280361,KwaZulu-Natal,Durban,Lower-Middle (R100k-R350k),Full-time,Investment,"Savings, Investment",Savings Plan,483,27,2021-10-12
SA013215,Albert,Khan,38,Male,albert.khan@gmail.com,+27878834946,KwaZulu-Natal,Pietermaritzburg,Lower-Middle (R100k-R350k),Full-time,Credit,Credit,Vehicle Insurance,355,186,2008-09-20
SA013216,Ashley,Wood,42,Female,ashley.wood@gmail.com,+27801389181,KwaZulu-Natal,Richards Bay,Middle (R350k-R600k),Retired,Home Loan,"Home Loan, Savings, Credit",Savings Plan,671,202,2007-05-29
SA013217,Joseph,Thompson,18,Male,joseph.thompson@gmail.com,+27686999827,Gauteng,Johannesburg,Lower-Middle (R100k-R350k),Full-time,Savings,"Savings, Home Loan",Personal Loan,357,131,2013-03-28
SA013218,Sean,Ramirez,29,Female,sean.ramirez@gmail.com,+27858666825,Eastern Cape,Grahamstown,Low (<R100k),Unemployed,Cheque,Cheque,,546,57,2019-04-26
SA013219,Tanner,Mckinney,71,Male,tanner.mckinney@yahoo.com,+27781806532,Gauteng,Centurion,High (>R1.2M),Full-time,Cheque,Cheque,"Savings Plan, Home Insurance, Investment Portfolio",701,54,2019-07-25
SA013220,Leslie,Martin,31,Male,leslie.martin@outlook.com,+27744184884,Mpumalanga,Secunda,Upper-Middle (R600k-R1.2M),Full-time,Cheque,"Investment, Savings, Cheque",Credit Card,766,169,2010-02-12
SA013221,Ryan,Baker,21,Female,ryan.baker@outlook.com,+27828690535,Limpopo,Polokwane,Lower-Middle (R100k-R350k),Full-time,Investment,Investment,"Vehicle Insurance, Credit Card",421,180,2009-03-19
SA013222,Christina,Brewer,42,Female,christina.brewer@gmail.com,+27824357362,Gauteng,Johannesburg,Middle (R350k-R600k),Full-time,Credit,"Credit, Investment",Investment Portfolio,847,165,2010-06-12
SA013223,Christina,Williams,74,Male,christina.williams@outlook.com,+27844072776,KwaZulu-Natal,Durban,Lower-Middle (R100k-R350k),Part-time,Home Loan,Home Loan,"Savings Plan, Investment Portfolio",493,53,2019-08-24
SA013224,Melissa,Gilmore,37,Female,melissa.gilmore@gmail.com,+27702070327,North West,Brits,Lower-Middle (R100k-R350k),Part-time,Credit,"Investment, Credit","Credit Card, Home Insurance",589,46,2020-03-21
SA013225,Brandy,Huffman,38,Male,brandy.huffman@outlook.com,+27816588986,Gauteng,Benoni,Middle (R350k-R600k),Self-employed,Credit,"Cheque, Home Loan, Vehicle Finance, Credit",,652,105,2015-05-17
SA013226,Thomas,Matthews,23,Male,thomas.matthews@gmail.com,+27679654286,Gauteng,Pretoria,Middle (R350k-R600k),Self-employed,Cheque,"Cheque, Investment",Savings Plan,613,19,2022-06-09
SA013227,Angela,Bradford,36,Female,angela.bradford@outlook.com,+27764876657,Limpopo,Phalaborwa,Low (<R100k),Unemployed,Home Loan,"Home Loan, Cheque",Life Insurance,374,93,2016-05-11
SA013228,Eric,Mejia,78,Female,eric.mejia@gmail.com,+27712059839,Free State,Bethlehem,Low (<R100k),Full-time,Investment,"Vehicle Finance, Investment","Home Insurance, Savings Plan",360,108,2015-02-16
SA013229,James,Shannon,34,Female,james.shannon@yahoo.com,+27732768297,Gauteng,Soweto,Lower-Middle (R100k-R350k),Full-time,Savings,Savings,"Home Insurance, Vehicle Insurance, Investment Portfolio",361,10,2023-03-06
SA013230,Curtis,Weaver,39,Female,curtis.weaver@yahoo.com,+27799590345,Gauteng,Johannesburg,Upper-Middle (R600k-R1.2M),Full-time,Cheque,Cheque,"Home Insurance, Life Insurance, Vehicle Insurance, Savings Plan, Credit Card",723,143,2012-04-02
SA013231,Melinda,Miller,65,Male,melinda.miller@yahoo.com,+27636638413,Gauteng,Soweto,Lower-Middle (R100k-R350k),Full-time,Investment,"Investment, Vehicle Finance","Overdraft Facility, Investment Portfolio, Credit Card",616,214,2006-06-03
SA013232,Trevor,Yang,69,Male,trevor.yang@outlook.com,+27712684748,Limpopo,Polokwane,Middle (R350k-R600k),Self-employed,Credit,Credit,Savings Plan,572,48,2020-01-21
SA013233,Stacy,Patel,40,Female,stacy.patel@outlook.com,+27724158767,KwaZulu-Natal,Durban,Low (<R100k),Full-time,Investment,Investment,Vehicle Insurance,598,22,2022-03-11
SA013234,Christopher,Meza,40,Female,christopher.meza@outlook.com,+27838873496,Western Cape,Stellenbosch,Lower-Middle (R100k-R350k),Full-time,Cheque,"Cheque, Credit",Life Insurance,370,226,2005-06-08
SA013235,Colin,Brown,18,Female,colin.brown@yahoo.com,+27609081632,KwaZulu-Natal,Durban,Lower-Middle (R100k-R350k),Full-time,Vehicle Finance,"Credit, Vehicle Finance","Vehicle Insurance, Investment Portfolio",619,146,2012-01-03
SA013236,Tina,Harper,59,Male,tina.harper@outlook.com,+27745578043,North West,Brits,Lower-Middle (R100k-R350k),Part-time,Cheque,Cheque,,368,169,2010-02-12
SA013237,Isaiah,Johnson,27,Female,isaiah.johnson@yahoo.com,+27767651381,Gauteng,Soweto,Low (<R100k),Full-time,Credit,"Credit, Cheque, Investment","Credit Card, Life Insurance",394,52,2019-09-23
SA013238,Melinda,Powers,79,Female,melinda.powers@outlook.com,+27865506068,KwaZulu-Natal,Ladysmith,Lower-Middle (R100k-R350k),Self-employed,Savings,Savings,"Savings Plan, Credit Card",300,42,2020-07-19
SA013239,Bradley,Aguilar,72,Male,bradley.aguilar@yahoo.com,+27667754056,Western Cape,Worcester,Lower-Middle (R100k-R350k),Full-time,Vehicle Finance,"Vehicle Finance, Investment","Personal Loan, Vehicle Insurance",302,21,2022-04-10
SA013240,Amy,Jones,61,Male,amy.jones@outlook.com,+27731696111,Northern Cape,Upington,Lower-Middle (R100k-R350k),Full-time,Home Loan,"Vehicle Finance, Home Loan",Savings Plan,524,141,2012-06-01
SA013241,Ronald,Hamilton,73,Female,ronald.hamilton@yahoo.com,+27785639536,Gauteng,Pretoria,Lower-Middle (R100k-R350k),Full-time,Savings,"Cheque, Savings, Vehicle Finance",Personal Loan,585,182,2009-01-18
SA013242,Maria,Williams,66,Male,maria.williams@outlook.com,+27872936672,KwaZulu-Natal,Newcastle,Low (<R100k),Self-employed,Investment,Investment,"Personal Loan, Savings Plan",300,75,2017-11-02
SA013243,Mark,Mitchell,23,Male,mark.mitchell@outlook.com,+27657736712,Eastern Cape,Grahamstown,Lower-Middle (R100k-R350k),Full-time,Credit,"Credit, Investment, Savings",Investment Portfolio,498,44,2020-05-20
SA013244,Bryan,Green,62,Male,bryan.green@gmail.com,+27797674593,Free State,Welkom,Lower-Middle (R100k-R350k),Retired,Investment,Investment,"Investment Portfolio, Vehicle Insurance",331,65,2018-08-29
SA013245,Chad,Smith,41,Male,chad.smith@yahoo.com,+27844116272,Mpumalanga,Middelburg,Lower-Middle (R100k-R350k),Full-time,Credit,"Credit, Home Loan","Home Insurance, Vehicle Insurance",553,5,2023-08-03
SA013246,Michael,Flores,37,Female,michael.flores@outlook.com,+27619190921,KwaZulu-Natal,Newcastle,Upper-Middle (R600k-R1.2M),Part-time,Savings,Savings,"Savings Plan, Credit Card",781,151,2011-08-06
SA013247,Matthew,Ray,76,Male,matthew.ray@gmail.com,+27756730706,North West,Klerksdorp,Middle (R350k-R600k),Self-employed,Savings,"Cheque, Savings","Life Insurance, Overdraft Facility, Investment Portfolio",619,15,2022-10-07
SA013248,Justin,Nelson,48,Male,justin.nelson@outlook.com,+27678846898,KwaZulu-Natal,Durban,Lower-Middle (R100k-R350k),Full-time,Investment,"Investment, Home Loan, Credit","Personal Loan, Savings Plan",463,197,2007-10-26
SA013249,Casey,Willis,25,Female,casey.willis@gmail.com,+27894126620,Gauteng,Pretoria,Low (<R100k),Full-time,Credit,Credit,"Life Insurance, Vehicle Insurance, Personal Loan, Savings Plan",574,70,2018-04-01
SA013250,William,Romero,40,Male,william.romero@yahoo.com,+27776052219,Eastern Cape,Queenstown,Low (<R100k),Full-time,Credit,Credit,Personal Loan,341,51,2019-10-23
SA013251,Patricia,Jordan,31,Female,patricia.jordan@yahoo.com,+27867391804,Free State,Bloemfontein,Low (<R100k),Full-time,Credit,"Cheque, Credit","Life Insurance, Home Insurance",321,128,2013-06-26
SA013252,Jennifer,Thornton,23,Female,jennifer.thornton@outlook.com,+27644565885,Western Cape,Stellenbosch,Lower-Middle (R100k-R350k),Part-time,Investment,Investment,"Overdraft Facility, Credit Card, Investment Portfolio",473,213,2006-07-03
SA013253,Diane,James,54,Male,diane.james@yahoo.com,+27748651681,Free State,Parys,Upper-Middle (R600k-R1.2M),Part-time,Cheque,Cheque,"Credit Card, Home Insurance",660,89,2016-09-08
SA013254,Jamie,Myers,18,Female,jamie.myers@outlook.com,+27852280048,Western Cape,Stellenbosch,Low (<R100k),Full-time,Savings,Savings,,441,79,2017-07-05
SA013255,Theodore,Maxwell,78,Female,theodore.maxwell@gmail.com,+27649345806,North West,Rustenburg,Low (<R100k),Part-time,Cheque,"Cheque, Investment",Credit Card,304,65,2018-08-29
SA013256,Steven,Drake,30,Female,steven.drake@gmail.com,+27832243865,Mpumalanga,Witbank,Lower-Middle (R100k-R350k),Full-time,Credit,Credit,"Overdraft Facility, Investment Portfolio",446,176,2009-07-17
SA013257,Emily,Cantrell,79,Female,emily.cantrell@outlook.com,+27874119222,KwaZulu-Natal,Newcastle,Lower-Middle (R100k-R350k),Unemployed,Home Loan,Home Loan,,349,182,2009-01-18
SA013258,William,Martin,32,Male,william.martin@outlook.com,+27833262204,Gauteng,Centurion,Middle (R350k-R600k),Full-time,Cheque,"Credit, Savings, Cheque","Vehicle Insurance, Home Insurance",731,107,2015-03-18
SA013259,Robert,Jackson,72,Female,robert.jackson@yahoo.com,+27838711819,Eastern Cape,Queenstown,Lower-Middle (R100k-R350k),Full-time,Savings,Savings,"Savings Plan, Overdraft Facility",300,190,2008-05-23
SA013260,Nancy,Marsh,27,Female,nancy.marsh@gmail.com,+27863645609,Gauteng,Centurion,Middle (R350k-R600k),Full-time,Vehicle Finance,"Credit, Home Loan, Investment, Vehicle Finance",,677,19,2022-06-09
SA013261,Scott,Carter,76,Female,scott.carter@outlook.com,+27884187501,KwaZulu-Natal,Newcastle,Middle (R350k-R600k),Retired,Investment,Investment,"Personal Loan, Life Insurance",658,136,2012-10-29
SA013262,Elizabeth,Swanson,54,Male,elizabeth.swanson@outlook.com,+27752194397,Gauteng,Pretoria,Lower-Middle (R100k-R350k),Self-employed,Savings,Savings,"Life Insurance, Credit Card",361,121,2014-01-22
SA013263,Christina,Black,51,Female,christina.black@gmail.com,+27823336991,Eastern Cape,Mthatha,Middle (R350k-R600k),Full-time,Savings,"Cheque, Savings",Savings Plan,562,40,2020-09-17
SA013264,Joseph,Clark,65,Male,joseph.clark@outlook.com,+27712134458,Gauteng,Benoni,Middle (R350k-R600k),Full-time,Savings,Savings,"Overdraft Facility, Credit Card, Vehicle Insurance",774,161,2010-10-10
SA013265,Ashley,Kline,52,Female,ashley.kline@yahoo.com,+27728341899,Eastern Cape,Grahamstown,Lower-Middle (R100k-R350k),Full-time,Cheque,"Cheque, Vehicle Finance, Credit",Credit Card,623,163,2010-08-11
SA013266,Arthur,Baker,69,Female,arthur.baker@yahoo.com,+27859539168,Western Cape,George,Lower-Middle (R100k-R350k),Full-time,Credit,Credit,,313,51,2019-10-23
SA013267,Carol,Cox,51,Male,carol.cox@outlook.com,+27793069658,Western Cape,Worcester,Middle (R350k-R600k),Full-time,Vehicle Finance,"Vehicle Finance, Credit",,619,13,2022-12-06
SA013268,Bryan,Miller,18,Male,bryan.miller@gmail.com,+27783007231,KwaZulu-Natal,Pietermaritzburg,Upper-Middle (R600k-R1.2M),Unemployed,Credit,"Savings, Home Loan, Vehicle Finance, Credit",,736,152,2011-07-07
SA013269,Richard,Cordova,39,Male,richard.cordova@yahoo.com,+27615735993,Northern Cape,De Aar,Lower-Middle (R100k-R350k),Full-time,Cheque,Cheque,"Personal Loan, Vehicle Insurance, Savings Plan",573,25,2021-12-11
SA013270,Brittany,White,51,Female,brittany.white@gmail.com,+27857867903,Northern Cape,De Aar,Middle (R350k-R600k),Self-employed,Credit,Credit,Personal Loan,798,176,2009-07-17
SA013271,Heidi,Gallagher,51,Female,heidi.gallagher@outlook.com,+27808178022,Northern Cape,Kimberley,High (>R1.2M),Student,Cheque,Cheque,"Overdraft Facility, Savings Plan, Credit Card",726,51,2019-10-23
SA013272,Shaun,Carter,36,Male,shaun.carter@gmail.com,+27657952409,Gauteng,Centurion,Lower-Middle (R100k-R350k),Full-time,Investment,"Investment, Home Loan, Vehicle Finance","Life Insurance, Investment Portfolio, Home Insurance",433,184,2008-11-19
SA013273,Jessica,Roy,23,Female,jessica.roy@gmail.com,+27735745796,Gauteng,Centurion,Lower-Middle (R100k-R350k),Self-employed,Home Loan,"Investment, Credit, Home Loan",Personal Loan,508,71,2018-03-02
SA013274,Katie,Adams,68,Male,katie.adams@outlook.com,+27636677980,Limpopo,Tzaneen,Upper-Middle (R600k-R1.2M),Full-time,Vehicle Finance,"Vehicle Finance, Investment",,695,215,2006-05-04
SA013275,Joseph,Black,25,Male,joseph.black@gmail.com,+27847219265,Gauteng,Centurion,Low (<R100k),Full-time,Investment,Investment,,398,131,2013-03-28
SA013276,Maria,Walker,35,Male,maria.walker@yahoo.com,+27734821948,KwaZulu-Natal,Pietermaritzburg,Middle (R350k-R600k),Full-time,Vehicle Finance,"Credit, Vehicle Finance, Home Loan","Home Insurance, Life Insurance",593,13,2022-12-06
SA013277,Michael,Thompson,51,Female,michael.thompson@yahoo.com,+27622287024,North West,Brits,Middle (R350k-R600k),Self-employed,Home Loan,"Cheque, Home Loan, Vehicle Finance",Vehicle Insurance,727,128,2013-06-26
SA013278,Allison,Rodriguez,18,Female,allison.rodriguez@outlook.com,+27604099723,KwaZulu-Natal,Durban,High (>R1.2M),Full-time,Cheque,"Cheque, Savings, Vehicle Finance, Home Loan","Vehicle Insurance, Credit Card",741,179,2009-04-18
SA013279,Phyllis,Robinson,65,Female,phyllis.robinson@yahoo.com,+27697405376,Limpopo,Polokwane,Lower-Middle (R100k-R350k),Full-time,Vehicle Finance,"Home Loan, Vehicle Finance",Personal Loan,489,38,2020-11-16
SA013280,Julie,Cummings,66,Male,julie.cummings@outlook.com,+27834792963,Mpumalanga,Ermelo,Lower-Middle (R100k-R350k),Part-time,Investment,Investment,,395,16,2022-09-07
SA013281,Charles,Nguyen,23,Male,charles.nguyen@yahoo.com,+27877546329,Eastern Cape,East London,Low (<R100k),Part-time,Savings,Savings,"Investment Portfolio, Credit Card",353,180,2009-03-19
SA013282,Brian,Williams,44,Female,brian.williams@gmail.com,+27851519368,Limpopo,Mokopane,Middle (R350k-R600k),Retired,Cheque,"Home Loan, Credit, Cheque","Vehicle Insurance, Investment Portfolio, Life Insurance",762,80,2017-06-05
SA013283,Monica,Mayo,54,Female,monica.mayo@yahoo.com,+27885296527,Eastern Cape,East London,Middle (R350k-R600k),Full-time,Investment,Investment,"Vehicle Insurance, Credit Card",756,37,2020-12-16
SA013284,Courtney,Lee,32,Female,courtney.lee@outlook.com,+27782247900,North West,Mahikeng,Low (<R100k),Self-employed,Investment,"Vehicle Finance, Investment","Vehicle Insurance, Investment Portfolio, Personal Loan",588,29,2021-08-13
SA013285,Cody,Holmes,22,Female,cody.holmes@outlook.com,+27897306548,Gauteng,Centurion,Lower-Middle (R100k-R350k),Self-employed,Credit,Credit,"Life Insurance, Credit Card, Home Insurance",676,26,2021-11-11
SA013286,Bianca,Schwartz,50,Female,bianca.schwartz@yahoo.com,+27751660931,Free State,Bloemfontein,Middle (R350k-R600k),Full-time,Investment,"Investment, Credit, Savings",Investment Portfolio,646,213,2006-07-03
